상품명,브랜드/판매자,가격,배송정보,평점정보,성분정보,링크,이미지URL,텍스트
네츄럴랩 치카치카 사탕수수껌 SS 12개입,네츄럴랩,"3,700원",대통령배송,"4.5
(11)",,https://dogpre.com/product/99062,https://img.funnc.com/mobile/dogpre/product/100/99062_list_L1_01452932.png,"네츄럴랩
네츄럴랩 치카치카 사탕수수껌 SS 12개입
3,700원
대통령배송
4.5
(11)"
네츄럴랩 치카치카 우유껌 S 6개입,네츄럴랩,"3,000원",대통령배송,"4.6
(7)",,https://dogpre.com/product/99061,https://img.funnc.com/mobile/dogpre/product/100/99061_list_L1_01904663.png,"네츄럴랩
네츄럴랩 치카치카 우유껌 S 6개입
3,000원
대통령배송
4.6
(7)"
네츄럴랩 치카치카 우유껌 SS 12개입,네츄럴랩,"3,700원",대통령배송,"4.8
(25)",,https://dogpre.com/product/99060,https://img.funnc.com/mobile/dogpre/product/100/99060_list_L1_01610133.png,"네츄럴랩
네츄럴랩 치카치카 우유껌 SS 12개입
3,700원
대통령배송
4.8
(25)"
네츄럴랩 치카치카 우유 치실껌 SS 20개입,네츄럴랩,"10,900원",대통령배송,"4.7
(117)",,https://dogpre.com/product/99059,https://img.funnc.com/mobile/dogpre/product/100/99059_list_L1_01210657.png,"네츄럴랩
네츄럴랩 치카치카 우유 치실껌 SS 20개입
10,900원
대통령배송
4.7
(117)"
네츄럴랩 치카치카 우유 치실껌 M 3개입,네츄럴랩,"4,900원",대통령배송,"4.8
(20)",,https://dogpre.com/product/99058,https://img.funnc.com/mobile/dogpre/product/100/99058_list_L1_01485882.png,"네츄럴랩
네츄럴랩 치카치카 우유 치실껌 M 3개입
4,900원
대통령배송
4.8
(20)"
네츄럴랩 치카치카 우유 치실껌 S 6개입,네츄럴랩,"4,900원",대통령배송,"4.6
(39)",,https://dogpre.com/product/99057,https://img.funnc.com/mobile/dogpre/product/100/99057_list_L1_01665323.png,"네츄럴랩
네츄럴랩 치카치카 우유 치실껌 S 6개입
4,900원
대통령배송
4.6
(39)"
네츄럴랩 치카치카 우유 치실껌 SS 8개입,네츄럴랩,"4,900원",대통령배송,"4.7
(117)",,https://dogpre.com/product/99056,https://img.funnc.com/mobile/dogpre/product/100/99056_list_L1_01182986.png,"네츄럴랩
네츄럴랩 치카치카 우유 치실껌 SS 8개입
4,900원
대통령배송
4.7
(117)"
잘먹잘싸 황금 덴탈껌 300g,잘먹잘싸,"15,300원",무료배송,"4.9
(89)",,https://dogpre.com/product/97537,https://img.funnc.com/mobile/dogpre/product/98/97537_list_L1_01614511.png,"잘먹잘싸
잘먹잘싸 황금 덴탈껌 300g
19,800원
4% 15,300원
무료배송
4.9
(89)"
카누들 플러스 덴탈껌 S 소형견용 60개입,카누들,"23,000원",대통령배송,"4.8
(11,576)",,https://dogpre.com/product/95566,https://img.funnc.com/mobile/dogpre/product/96/95566_list_L1_01423718.png,"사은품증정
카누들
카누들 플러스 덴탈껌 S 소형견용 60개입
강대할인가 27,000원
15% 23,000원
대통령배송
4.8
(11,576)"
전설의개껌 연어돈피 10개입 10묶음,전설의개껌,"27,300원",대통령배송,"4.5
(2,599)",,https://dogpre.com/product/47066?bundleOptionId=166388,https://img.funnc.com/mobile/dogpre/product/95/94560_list_L1_0557.png,"전설의개껌
전설의개껌 연어돈피 10개입 10묶음
27,300원
대통령배송
4.5
(2,599)"
리틀달링 치킨 딩고껌 2개입 10묶음,리틀달링,"11,000원",대통령배송,"4.7
(892)",,https://dogpre.com/product/18031?bundleOptionId=165329,https://img.funnc.com/mobile/dogpre/product/95/94139_list_L1_3134.png,"리틀달링
리틀달링 치킨 딩고껌 2개입 10묶음
11,000원
대통령배송
4.7
(892)"
리틀달링 치킨 딩고껌 5개입 10묶음,리틀달링,"11,000원",대통령배송,"4.6
(1,397)",,https://dogpre.com/product/18032?bundleOptionId=165328,https://img.funnc.com/mobile/dogpre/product/95/94138_list_L1_0445.png,"리틀달링
리틀달링 치킨 딩고껌 5개입 10묶음
11,000원
대통령배송
4.6
(1,397)"
구루머스 밀크껌 1개입 10묶음,구루머스,"14,600원",대통령배송,"4.4
(935)",,https://dogpre.com/product/41906?bundleOptionId=165224,https://img.funnc.com/mobile/dogpre/product/95/94126_list_L1_2887.png,"구루머스
구루머스 밀크껌 1개입 10묶음
14,600원
대통령배송
4.4
(935)"
구루머스 치킨 우유껌 2개입 10묶음,구루머스,"14,600원",대통령배송,"4.7
(4,174)",,https://dogpre.com/product/18982?bundleOptionId=165038,https://img.funnc.com/mobile/dogpre/product/95/94077_list_L1_3042.png,"구루머스
구루머스 치킨 우유껌 2개입 10묶음
14,600원
대통령배송
4.7
(4,174)"
구루머스 밀크껌 2개입 10묶음,구루머스,"12,400원",대통령배송,"4.7
(748)",,https://dogpre.com/product/41909?bundleOptionId=164940,https://img.funnc.com/mobile/dogpre/product/95/94056_list_L1_5870.png,"구루머스
구루머스 밀크껌 2개입 10묶음
12,400원
대통령배송
4.7
(748)"
리틀달링 오리 딩고껌 5개입 10묶음,리틀달링,"11,000원",대통령배송,"4.8
(1,009)",,https://dogpre.com/product/55371?bundleOptionId=164926,https://img.funnc.com/mobile/dogpre/product/95/94049_list_L1_7825.png,"리틀달링
리틀달링 오리 딩고껌 5개입 10묶음
11,000원
대통령배송
4.8
(1,009)"
리틀달링 오리 딩고껌 2개입 10묶음,리틀달링,"11,000원",대통령배송,"4.7
(767)",,https://dogpre.com/product/55374?bundleOptionId=164924,https://img.funnc.com/mobile/dogpre/product/95/94048_list_L1_8040.png,"리틀달링
리틀달링 오리 딩고껌 2개입 10묶음
11,000원
대통령배송
4.7
(767)"
카누들 플러스 덴탈껌 S 소형견용 벚꽃에디션 100개입,카누들,"36,000원",대통령배송,"4.9
(11,555)",,https://dogpre.com/product/93438,https://img.funnc.com/mobile/dogpre/product/94/93438_list_L1_01185462.png,"카누들
카누들 플러스 덴탈껌 S 소형견용 벚꽃에디션 100개입
36,000원
대통령배송
4.9
(11,555)"
카누들 잇몸플러스 덴탈껌 XL 대형견용 20개입,카누들,"38,000원",대통령배송,"4.9
(10)",,https://dogpre.com/product/93169,https://img.funnc.com/mobile/dogpre/product/94/93169_list_L1_01209299.png,"카누들
카누들 잇몸플러스 덴탈껌 XL 대형견용 20개입
38,000원
대통령배송
4.9
(10)"
카누들 잇몸플러스 덴탈껌 L 중대형견용 32개입,카누들,"38,000원",대통령배송,"4.9
(46)",,https://dogpre.com/product/93168,https://img.funnc.com/mobile/dogpre/product/94/93168_list_L1_01072704.png,"카누들
카누들 잇몸플러스 덴탈껌 L 중대형견용 32개입
38,000원
대통령배송
4.9
(46)"
카누들 잇몸플러스 덴탈껌 S 소형견용 100개입,카누들,"38,000원",대통령배송,"4.9
(126)",,https://dogpre.com/product/93166,https://img.funnc.com/mobile/dogpre/product/94/93166_list_L1_01840315.png,"카누들
카누들 잇몸플러스 덴탈껌 S 소형견용 100개입
38,000원
대통령배송
4.9
(126)"
구루머스 밀크껌 5개입 4묶음,구루머스,"5,200원",대통령배송,"4.6
(2,057)",,https://dogpre.com/product/41912?bundleOptionId=158765,https://img.funnc.com/mobile/dogpre/product/92/91957_list_L1_7656.png,"구루머스
구루머스 밀크껌 5개입 4묶음
5,200원
대통령배송
4.6
(2,057)"
리틀달링 치킨껌 스틱 60g 4묶음,리틀달링,"3,850원",대통령배송,"4.7
(2,913)",,https://dogpre.com/product/18034?bundleOptionId=158753,https://img.funnc.com/mobile/dogpre/product/92/91948_list_L1_6858.png,"리틀달링
리틀달링 치킨껌 스틱 60g 4묶음
3,850원
대통령배송
4.7
(2,913)"
구루머스 치킨 우유껌 1개입 4묶음,구루머스,"7,300원",대통령배송,"4.7
(1,938)",,https://dogpre.com/product/21147?bundleOptionId=158243,https://img.funnc.com/mobile/dogpre/product/92/91843_list_L1_9441.png,"구루머스
구루머스 치킨 우유껌 1개입 4묶음
7,300원
대통령배송
4.7
(1,938)"
덴탈헬스 치즈향 60g 10묶음,덴탈헬스,"15,400원",대통령배송,"4.7
(9,695)",,https://dogpre.com/product/16115?bundleOptionId=158198,https://img.funnc.com/mobile/dogpre/product/92/91822_list_L1_5788.png,"덴탈헬스
덴탈헬스 치즈향 60g 10묶음
15,400원
대통령배송
4.7
(9,695)"
구루머스 치킨 우유껌 5개입 4묶음,구루머스,"6,200원",대통령배송,"4.7
(6,207)",,https://dogpre.com/product/18983?bundleOptionId=158188,https://img.funnc.com/mobile/dogpre/product/92/91816_list_L1_9027.png,"구루머스
구루머스 치킨 우유껌 5개입 4묶음
6,200원
대통령배송
4.7
(6,207)"
리틀달링 오리껌 스틱 60g 4묶음,리틀달링,"3,850원",대통령배송,"4.8
(4,758)",,https://dogpre.com/product/55368?bundleOptionId=158184,https://img.funnc.com/mobile/dogpre/product/92/91814_list_L1_0706.png,"리틀달링
리틀달링 오리껌 스틱 60g 4묶음
3,850원
대통령배송
4.8
(4,758)"
구루머스 치킨 우유껌 7개입 4묶음,구루머스,"6,960원",대통령배송,"4.7
(13,262)",,https://dogpre.com/product/18984?bundleOptionId=157685,https://img.funnc.com/mobile/dogpre/product/92/91680_list_L1_9005.png,"구루머스
구루머스 치킨 우유껌 7개입 4묶음
6,960원
대통령배송
4.7
(13,262)"
카리에스 덴탈껌 6개입 10묶음,카리에스,"17,800원",대통령배송,"4.6
(57,603)",,https://dogpre.com/product/3510?bundleOptionId=157677,https://img.funnc.com/mobile/dogpre/product/92/91667_list_L1_3933.png,"카리에스
카리에스 덴탈껌 6개입 10묶음
17,800원
대통령배송
4.6
(57,603)"
덴탈헬스 민트향 60g 10묶음,덴탈헬스,"15,400원",대통령배송,"4.6
(17,103)",,https://dogpre.com/product/16116?bundleOptionId=157672,https://img.funnc.com/mobile/dogpre/product/92/91660_list_L1_4445.png,"덴탈헬스
덴탈헬스 민트향 60g 10묶음
15,400원
대통령배송
4.6
(17,103)"
로렌츠 못난이 채소껌 21개입,로렌츠,"29,800원",대통령배송,"4.8
(90)",,https://dogpre.com/product/88882,https://img.funnc.com/mobile/dogpre/product/89/88882_list_L1_01838920.png,"로렌츠
로렌츠 못난이 채소껌 21개입
29,800원
대통령배송
4.8
(90)"
네츄럴코어 쫄깃 딸기 껌 80g,네츄럴코어,"3,600원",대통령배송,"4.8
(416)",,https://dogpre.com/product/88399,https://img.funnc.com/mobile/dogpre/product/89/88399_list_L1_01388840.png,"네츄럴코어
네츄럴코어 쫄깃 딸기 껌 80g
3,600원
대통령배송
4.8
(416)"
네츄럴코어 쫄깃 호박 껌 80g,네츄럴코어,"3,600원",대통령배송,"4.9
(374)",,https://dogpre.com/product/88397,https://img.funnc.com/mobile/dogpre/product/89/88397_list_L1_01501412.png,"네츄럴코어
네츄럴코어 쫄깃 호박 껌 80g
3,600원
대통령배송
4.9
(374)"
네츄럴코어 쫄깃 황태 껌 80g,네츄럴코어,"3,600원",대통령배송,"4.8
(444)",,https://dogpre.com/product/88395,https://img.funnc.com/mobile/dogpre/product/89/88395_list_L1_01891829.png,"네츄럴코어
네츄럴코어 쫄깃 황태 껌 80g
3,600원
대통령배송
4.8
(444)"
앉아바 덴탈껌 피모 20개입,앉아바,"9,900원",대통령배송,"4.8
(51)",,https://dogpre.com/product/86800,https://img.funnc.com/mobile/dogpre/product/87/86800_list_L1_01682392.png,"앉아바
앉아바 덴탈껌 피모 20개입
9,900원
대통령배송
4.8
(51)"
앉아바 덴탈껌 위장 20개입,앉아바,"9,900원",대통령배송,"4.8
(50)",,https://dogpre.com/product/86788,https://img.funnc.com/mobile/dogpre/product/87/86788_list_L1_01588343.png,"앉아바
앉아바 덴탈껌 위장 20개입
9,900원
대통령배송
4.8
(50)"
앉아바 덴탈껌 관절 20개입,앉아바,"9,900원",대통령배송,"4.9
(106)",,https://dogpre.com/product/86787,https://img.funnc.com/mobile/dogpre/product/87/86787_list_L1_01717700.png,"앉아바
앉아바 덴탈껌 관절 20개입
9,900원
대통령배송
4.9
(106)"
카누들 플러스 덴탈껌 L 중대형견용 170g,카누들,"10,500원",대통령배송,"4.7
(209)",,https://dogpre.com/product/84361,https://img.funnc.com/mobile/dogpre/product/85/84361_list_L1_01088833.png,"카누들
카누들 플러스 덴탈껌 L 중대형견용 170g
10,500원
대통령배송
4.7
(209)"
카누들 플러스 덴탈껌 M 중소형견용 170g,카누들,"10,500원",대통령배송,"4.7
(730)",,https://dogpre.com/product/84360,https://img.funnc.com/mobile/dogpre/product/85/84360_list_L1_01451560.png,"카누들
카누들 플러스 덴탈껌 M 중소형견용 170g
10,500원
대통령배송
4.7
(730)"
카누들 플러스 덴탈껌 S 소형견용 170g,카누들,"10,500원",대통령배송,"4.7
(2,786)",,https://dogpre.com/product/84359,https://img.funnc.com/mobile/dogpre/product/85/84359_list_L1_01964373.png,"카누들
카누들 플러스 덴탈껌 S 소형견용 170g
10,500원
대통령배송
4.7
(2,786)"
개님의 껌 터틀 앤 크러커다일 7개입,개님의상점,"6,000원",대통령배송,"4.8
(100)",,https://dogpre.com/product/73498,https://img.funnc.com/mobile/dogpre/product/74/73498_list_L1_01603041.png,"개님의상점
개님의 껌 터틀 앤 크러커다일 7개입
6,000원
대통령배송
4.8
(100)"
개님의 껌 캐터필러 4개입,개님의상점,"6,000원",대통령배송,"4.8
(202)",,https://dogpre.com/product/73492,https://img.funnc.com/mobile/dogpre/product/74/73492_list_L1_01250749.png,"개님의상점
개님의 껌 캐터필러 4개입
6,000원
대통령배송
4.8
(202)"
너를위한 디저트 오래먹는 도너츠껌 오리고기 2개입,너를위한디저트,"3,000원",대통령배송,"4.7
(900)",,https://dogpre.com/product/60676?bundleOptionId=163279,https://img.funnc.com/mobile/dogpre/product/61/60676_list_L1_01044594.jpeg,"너를위한디저트
너를위한 디저트 오래먹는 도너츠껌 오리고기 2개입
3,000원
1개 구매 시 개당 3,000원
대통령배송
4.7
(900)"
너를위한 디저트 오래먹는 도너츠껌 닭고기 2개입,너를위한디저트,"3,000원",대통령배송,"4.7
(1,247)",,https://dogpre.com/product/60673?bundleOptionId=,https://img.funnc.com/mobile/dogpre/product/61/60673_list_L1_01069618.jpeg,"너를위한디저트
너를위한 디저트 오래먹는 도너츠껌 닭고기 2개입
3,000원
대통령배송
4.7
(1,247)"
네이쳐스 본 치킨껌 20개입,네이쳐스본,"6,500원",대통령배송,"4.8
(2,684)",,https://dogpre.com/product/57303?bundleOptionId=,https://img.funnc.com/mobile/dogpre/product/58/57303_list_L1_6812.png,"네이쳐스본
네이쳐스 본 치킨껌 20개입
6,500원
대통령배송
4.8
(2,684)"
리틀달링 오리 딩고껌 2개입,리틀달링,"1,200원",대통령배송,"4.7
(767)",,https://dogpre.com/product/55374?bundleOptionId=164923,https://img.funnc.com/mobile/dogpre/product/56/55374_list_L1_01309072.png,"리틀달링
리틀달링 오리 딩고껌 2개입
1,200원
10개 구매 시 개당 1,100원
대통령배송
4.7
(767)"
리틀달링 오리 딩고껌 5개입,리틀달링,"1,200원",대통령배송,"4.8
(1,009)",,https://dogpre.com/product/55371?bundleOptionId=164925,https://img.funnc.com/mobile/dogpre/product/56/55371_list_L1_01029443.png,"리틀달링
리틀달링 오리 딩고껌 5개입
1,200원
10개 구매 시 개당 1,100원
대통령배송
4.8
(1,009)"
전설의개껌 오리돈피 10개입,전설의개껌,"3,000원",대통령배송,"4.5
(1,073)",,https://dogpre.com/product/47069,https://img.funnc.com/mobile/dogpre/product/48/47069_list_L1_01412463.png,"전설의개껌
전설의개껌 오리돈피 10개입
3,000원
대통령배송
4.5
(1,073)"
전설의개껌 연어돈피 10개입,전설의개껌,"3,000원",대통령배송,"4.5
(2,599)",,https://dogpre.com/product/47066?bundleOptionId=166387,https://img.funnc.com/mobile/dogpre/product/48/47066_list_L1_01451893.png,"전설의개껌
전설의개껌 연어돈피 10개입
3,000원
10개 구매 시 개당 2,730원
대통령배송
4.5
(2,599)"
포켄스 과일먹은 치즈덴탈껌 사과 100g,포켄스,"3,200원",대통령배송,"4.6
(239)",,https://dogpre.com/product/45650,https://img.funnc.com/mobile/dogpre/product/46/45650_list_L1_01277721.png,"포켄스
포켄스 과일먹은 치즈덴탈껌 사과 100g
3,200원
대통령배송
4.6
(239)"
포켄스 과일먹은 치즈덴탈껌 바나나 100g,포켄스,"3,200원",대통령배송,"4.4
(187)",,https://dogpre.com/product/45647,https://img.funnc.com/mobile/dogpre/product/46/45647_list_L1_01788699.png,"포켄스
포켄스 과일먹은 치즈덴탈껌 바나나 100g
3,200원
대통령배송
4.4
(187)"
포켄스 과일먹은 치즈덴탈껌 딸기 100g,포켄스,"3,200원",대통령배송,"4.4
(192)",,https://dogpre.com/product/45644,https://img.funnc.com/mobile/dogpre/product/46/45644_list_L1_03848518.png,"포켄스
포켄스 과일먹은 치즈덴탈껌 딸기 100g
3,200원
대통령배송
4.4
(192)"
구루머스 밀크껌 5개입,구루머스,"1,350원",대통령배송,"4.6
(2,057)",,https://dogpre.com/product/41912?bundleOptionId=158764,https://img.funnc.com/mobile/dogpre/product/42/41912_list_L1_3415.png,"구루머스
구루머스 밀크껌 5개입
1,350원
4개 구매 시 개당 1,300원
대통령배송
4.6
(2,057)"
구루머스 밀크껌 2개입,구루머스,"1,350원",대통령배송,"4.7
(748)",,https://dogpre.com/product/41909?bundleOptionId=164939,https://img.funnc.com/mobile/dogpre/product/42/41909_list_L1_01104921.png,"구루머스
구루머스 밀크껌 2개입
1,350원
10개 구매 시 개당 1,240원
대통령배송
4.7
(748)"
구루머스 밀크껌 1개입,구루머스,"1,600원",대통령배송,"4.4
(935)",,https://dogpre.com/product/41906?bundleOptionId=164941,https://img.funnc.com/mobile/dogpre/product/42/41906_list_L1_01528988.png,"구루머스
구루머스 밀크껌 1개입
1,600원
10개 구매 시 개당 1,460원
대통령배송
4.4
(935)"
아침애 치즈껌과 소고기 80g,아침애,"4,000원",대통령배송,"4.7
(2,033)",,https://dogpre.com/product/23619?bundleOptionId=236654,https://img.funnc.com/mobile/dogpre/product/24/23619_list_L1_5437.png,"아침애
아침애 치즈껌과 소고기 80g
4,000원
4개 구매 시 개당 3,800원
대통령배송
4.7
(2,033)"
건강백서 건강까지 챙기는 쌀로 만든 껌 120g,뉴트리나,"5,700원",대통령배송,"4.6
(1,387)",,https://dogpre.com/product/22504?bundleOptionId=166534,https://img.funnc.com/mobile/dogpre/product/23/22504_list_L1_01508009.png,"뉴트리나
건강백서 건강까지 챙기는 쌀로 만든 껌 120g
5,700원
4개 구매 시 개당 5,375원
대통령배송
4.6
(1,387)"
구루머스 치킨 우유껌 1개입,구루머스,"1,900원",대통령배송,"4.7
(1,938)",,https://dogpre.com/product/21147?bundleOptionId=158242,https://img.funnc.com/mobile/dogpre/product/22/21147_list_L1_6039.png,"구루머스
구루머스 치킨 우유껌 1개입
1,900원
4개 구매 시 개당 1,825원
대통령배송
4.7
(1,938)"
펫매트릭스 스마트본 덴탈 미니 16개입,펫매트릭스,"8,000원",대통령배송,"4.7
(698)",,https://dogpre.com/product/20048,https://img.funnc.com/mobile/dogpre/product/21/20048_list_L1_01780494.png,"펫매트릭스
펫매트릭스 스마트본 덴탈 미니 16개입
8,000원
대통령배송
4.7
(698)"
구루머스 치킨 우유껌 5개입,구루머스,"1,600원",대통령배송,"4.7
(6,207)",,https://dogpre.com/product/18983?bundleOptionId=158187,https://img.funnc.com/mobile/dogpre/product/19/18983_list_L1_2602.png,"구루머스
구루머스 치킨 우유껌 5개입
1,600원
4개 구매 시 개당 1,550원
대통령배송
4.7
(6,207)"
구루머스 치킨 우유껌 2개입,구루머스,"1,600원",대통령배송,"4.7
(4,174)",,https://dogpre.com/product/18982?bundleOptionId=158185,https://img.funnc.com/mobile/dogpre/product/19/18982_list_L1_6058.png,"구루머스
구루머스 치킨 우유껌 2개입
1,600원
10개 구매 시 개당 1,460원
대통령배송
4.7
(4,174)"
리틀달링 치킨껌 스틱 60g,리틀달링,"1,000원",대통령배송,"4.7
(2,913)",,https://dogpre.com/product/18034?bundleOptionId=158752,https://img.funnc.com/mobile/dogpre/product/19/18034_list_L1_8192.png,"리틀달링
리틀달링 치킨껌 스틱 60g
1,000원
4개 구매 시 개당 962원
대통령배송
4.7
(2,913)"
리틀달링 치킨 딩고껌 5개입,리틀달링,"1,200원",대통령배송,"4.6
(1,397)",,https://dogpre.com/product/18032?bundleOptionId=164960,https://img.funnc.com/mobile/dogpre/product/19/18032_list_L1_01984084.png,"리틀달링
리틀달링 치킨 딩고껌 5개입
1,200원
10개 구매 시 개당 1,100원
대통령배송
4.6
(1,397)"
리틀달링 치킨 딩고껌 2개입,리틀달링,"1,200원",대통령배송,"4.7
(892)",,https://dogpre.com/product/18031?bundleOptionId=164962,https://img.funnc.com/mobile/dogpre/product/19/18031_list_L1_01042470.png,"리틀달링
리틀달링 치킨 딩고껌 2개입
1,200원
10개 구매 시 개당 1,100원
대통령배송
4.7
(892)"
덴탈헬스 치즈향 60g,덴탈헬스,"1,700원",대통령배송,"4.7
(9,695)",,https://dogpre.com/product/16115?bundleOptionId=158197,https://img.funnc.com/mobile/dogpre/product/17/16115_list_L1_2870.png,"덴탈헬스
덴탈헬스 치즈향 60g
1,700원
10개 구매 시 개당 1,540원
대통령배송
4.7
(9,695)"
더독 덴탈콘껌 300g,더독,"9,500원",대통령배송,"4.7
(1,964)",,https://dogpre.com/product/13217,https://img.funnc.com/mobile/dogpre/product/14/13217_list_L1_01541264.png,"더독
더독 덴탈콘껌 300g
9,500원
대통령배송
4.7
(1,964)"
꼬뜨 치카껌 클로렐라 스틱 100g,꼬뜨,"5,900원",대통령배송,"4.7
(269)",,https://dogpre.com/product/65314,https://img.funnc.com/mobile/dogpre/product/66/65314_list_L1_01463471.png,"품절
꼬뜨
꼬뜨 치카껌 클로렐라 스틱 100g
5,900원
대통령배송
4.7
(269)"
오메가본 치킨 우유껌 소형 5개입,오메가본,"1,100원",대통령배송,"4.5
(1,735)",,https://dogpre.com/product/22880?bundleOptionId=164947,https://img.funnc.com/mobile/dogpre/product/23/22880_list_L1_1854.png,"품절
오메가본
오메가본 치킨 우유껌 소형 5개입
1,100원
10개 구매 시 개당 1,000원
대통령배송
4.5
(1,735)"
무마진 소프트 덴탈껌 클로렐라 30개입,무마진,"12,000원",대통령배송,"4.8
(98)",,https://dogpre.com/product/81980,https://img.funnc.com/mobile/dogpre/product/82/81980_list_L1_01314372.jpg,"품절
무마진
무마진 소프트 덴탈껌 클로렐라 30개입
12,000원
대통령배송
4.8
(98)"
개님의 껌 가든레인져 7개입 S,개님의상점,"6,000원",대통령배송,"4.8
(158)",,https://dogpre.com/product/73486,https://img.funnc.com/mobile/dogpre/product/74/73486_list_L1_01480651.png,"품절
개님의상점
개님의 껌 가든레인져 7개입 S
6,000원
대통령배송
4.8
(158)"
아껴줄게 바나나 우유 치실껌 SS 7개입,아껴줄게,"3,800원",대통령배송,"5
(2)",,https://dogpre.com/product/105572,https://img.funnc.com/mobile/dogpre/product/106/105572_list_L1_01539601.jpg,"품절
아껴줄게
아껴줄게 바나나 우유 치실껌 SS 7개입
3,800원
대통령배송
5
(2)"
닥터블랭크 양치버블껌 딸기향 250g,닥터블랭크,"11,900원",무료배송,"5
(2)",,https://dogpre.com/product/103601,https://img.funnc.com/mobile/dogpre/product/104/103601_list_L1_01798187.png,"품절
닥터블랭크
닥터블랭크 양치버블껌 딸기향 250g
11,900원
20% 11,900원
무료배송
5
(2)"
더독 모닝키세스 덴탈껌 자몽 50개입,더독,"23,900원",무료배송,"4.9
(15)",,https://dogpre.com/product/98381,https://img.funnc.com/mobile/dogpre/product/99/98381_list_L1_01899131.png,"품절
더독
더독 모닝키세스 덴탈껌 자몽 50개입
23,900원
무료배송
4.9
(15)"
더독 모닝키세스 덴탈껌 청포도 50개입,더독,"23,900원",무료배송,"5
(21)",,https://dogpre.com/product/98380,https://img.funnc.com/mobile/dogpre/product/99/98380_list_L1_01702402.png,"품절
더독
더독 모닝키세스 덴탈껌 청포도 50개입
23,900원
무료배송
5
(21)"
더독 모닝키세스 덴탈껌 블루베리 50개입,더독,"23,900원",무료배송,"4.9
(25)",,https://dogpre.com/product/98379,https://img.funnc.com/mobile/dogpre/product/99/98379_list_L1_01814646.png,"품절
더독
더독 모닝키세스 덴탈껌 블루베리 50개입
23,900원
무료배송
4.9
(25)"
오메가본 치킨딩고 사사미껌 5개입 10묶음,오메가본,"16,000원",대통령배송,"4.7
(1,007)",,https://dogpre.com/product/22886?bundleOptionId=170036,https://img.funnc.com/mobile/dogpre/product/96/95528_list_L1_0100.png,"품절
오메가본
오메가본 치킨딩고 사사미껌 5개입 10묶음
16,000원
대통령배송
4.7
(1,007)"
오메가본 클로렐라 딩고껌 5개입 10묶음,오메가본,"11,000원",대통령배송,"4.5
(2,406)",,https://dogpre.com/product/22884?bundleOptionId=165621,https://img.funnc.com/mobile/dogpre/product/95/94254_list_L1_2100.png,"품절
오메가본
오메가본 클로렐라 딩고껌 5개입 10묶음
11,000원
대통령배송
4.5
(2,406)"
오메가본 치킨 우유껌 소형 5개입 10묶음,오메가본,"10,000원",대통령배송,"4.5
(1,735)",,https://dogpre.com/product/22880?bundleOptionId=165327,https://img.funnc.com/mobile/dogpre/product/95/94137_list_L1_0796.png,"품절
오메가본
오메가본 치킨 우유껌 소형 5개입 10묶음
10,000원
대통령배송
4.5
(1,735)"
카누들 잇몸플러스 덴탈껌 M 중소형견용 53개입,카누들,"38,000원",대통령배송,"4.9
(87)",,https://dogpre.com/product/93167,https://img.funnc.com/mobile/dogpre/product/94/93167_list_L1_01606044.png,"품절
카누들
카누들 잇몸플러스 덴탈껌 M 중소형견용 53개입
38,000원
대통령배송
4.9
(87)"
아침애 오리목뼈껌 소 80g 4묶음,아침애,"14,800원",대통령배송,"4.6
(4,771)",,https://dogpre.com/product/23624?bundleOptionId=157771,https://img.funnc.com/mobile/dogpre/product/92/91745_list_L1_4459.png,"품절
아침애
아침애 오리목뼈껌 소 80g 4묶음
14,800원
대통령배송
4.6
(4,771)"
원데이케어 덴탈껌 5가지맛 콤보 50개입,원데이케어,"37,000원",대통령배송,"4.8
(68)",,https://dogpre.com/product/85154,https://img.funnc.com/mobile/dogpre/product/86/85154_list_L1_01345279.png,"품절
원데이케어
원데이케어 덴탈껌 5가지맛 콤보 50개입
37,000원
대통령배송
4.8
(68)"
무마진 소프트 덴탈껌 바나나 30개입,무마진,"12,000원",대통령배송,"4.8
(87)",,https://dogpre.com/product/81986,https://img.funnc.com/mobile/dogpre/product/82/81986_list_L1_01801302.jpg,"품절
무마진
무마진 소프트 덴탈껌 바나나 30개입
12,000원
대통령배송
4.8
(87)"
무마진 소프트 덴탈껌 블루베리 30개입,무마진,"12,000원",대통령배송,"4.8
(139)",,https://dogpre.com/product/81983,https://img.funnc.com/mobile/dogpre/product/82/81983_list_L1_01677716.jpg,"품절
무마진
무마진 소프트 덴탈껌 블루베리 30개입
12,000원
대통령배송
4.8
(139)"
양치하개 덴탈케어 M 24개입,양치하개,"12,700원",대통령배송,"4.8
(46)",,https://dogpre.com/product/81500,https://img.funnc.com/mobile/dogpre/product/82/81500_list_L1_01933429.png,"품절
양치하개
양치하개 덴탈케어 M 24개입
12,700원
대통령배송
4.8
(46)"
페페로니 별껌 닭고기 180g,페페로니,"8,900원",대통령배송,"4.6
(146)",,https://dogpre.com/product/81098,https://img.funnc.com/mobile/dogpre/product/82/81098_list_L1_01532365.png,"품절
페페로니
페페로니 별껌 닭고기 180g
8,900원
대통령배송
4.6
(146)"
꼬뜨 치카껌 포스 스틱 100g,꼬뜨,"5,900원",대통령배송,"4.9
(206)",,https://dogpre.com/product/80089,https://img.funnc.com/mobile/dogpre/product/81/80089_list_L1_01188619.png,"품절
꼬뜨
꼬뜨 치카껌 포스 스틱 100g
5,900원
대통령배송
4.9
(206)"
